title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Region,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM1,Expression UKESM1-3,Expression UKESM2,Model units
Variable aerosol.abs550so4.tavg-u-hxy-u.mon.GLB (AERmon.abs550so4),244,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/244,mon aerosol do-not-produce,abs550so4_tavg-u-hxy-u,atmosphere_absorption_optical_thickness_due_to_sulfate_ambient_aerosol_particles,Not present,area: areacella,area: time: mean,This is the sulphate aerosol optical depth at 550nm due to absorption,longitude latitude time lambda550nm,mon,sulfate aaod@550nm,aerosol,,,GLB,1,New,,,,,,
Variable aerosol.abs550oa.tavg-u-hxy-u.mon.GLB (AERmon.abs550oa),243,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/243,mon aerosol do-not-produce,abs550oa_tavg-u-hxy-u,atmosphere_absorption_optical_thickness_due_to_particulate_organic_matter_ambient_aerosol_particles,Not present,area: areacella,area: time: mean,This is the particular organic matter aerosol optical depth at 550nm due to absorption,longitude latitude time lambda550nm,mon,particulate organic matter aaod@550nm,aerosol,,,GLB,1,New,,,,,,
Variable aerosol.abs550no3.tavg-u-hxy-u.mon.GLB (AERmon.abs550no3),242,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/242,mon aerosol do-not-produce,abs550no3_tavg-u-hxy-u,atmosphere_absorption_optical_thickness_due_to_nitrate_ambient_aerosol_particles,Not present,area: areacella,area: time: mean,This is the nitrate aerosol optical depth at 550nm due to absorption,longitude latitude time lambda550nm,mon,nitrate aaod@550nm,aerosol,,,GLB,1,New,,,,,,
Variable aerosol.abs550dust.tavg-u-hxy-u.mon.GLB (AERmon.abs550dust),241,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/241,mon aerosol approved,abs550dust_tavg-u-hxy-u,atmosphere_absorption_optical_thickness_due_to_dust_ambient_aerosol_particles,Not present,area: areacella,area: time: mean,This is the dust aerosol optical depth at 550nm due to absorption,longitude latitude time lambda550nm,mon,dust absorption aerosol optical depth @550nm,aerosol,,,GLB,1,New,"m01s02i585[lbplev=3, lbproc=128]","m01s02i585[lbplev=3, lbproc=128]","m01s02i585[lbplev=3, lbproc=128]","m01s02i585[lbplev=3, lbproc=128]",,1
Variable aerosol.abs550bc.tavg-u-hxy-u.mon.GLB (AERmon.abs550bc),240,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/240,mon aerosol do-not-produce,abs550bc_tavg-u-hxy-u,atmosphere_absorption_optical_thickness_due_to_black_carbon_ambient_aerosol,Not present,area: areacella,area: time: mean,This is the black carbon aerosol optical depth at 550nm due to absorption,longitude latitude time lambda550nm,mon,black carbon aaod@550nm,aerosol,,,GLB,1,New,,,,,,
Variable aerosol.sfpm10.tavg-h2m-hxy-u.1hr.GLB (AERhr.sfpm10),236,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/236,1hr aerosol approved,sfpm10_tavg-h2m-hxy-u,mass_fraction_of_pm10_ambient_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,Hourly PM10 Mass Mixing Ratio in Lowest Model Layer,longitude latitude time lowerModelLayer,1hr,Hourly Surface PM10 Mixing Ratio,aerosol,,,GLB,kg kg-1,New,"(remove_altitude_coords(m01s38i560[lblev=1, lbproc=128]) / remove_altitude_coords(m01s15i271[lblev=1, lbproc=128]))*KG_PER_MICROGRAM + remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128] + m01s00i435[lblev=1, lbproc=128]*PM10_DUST_BIN5_FRACTION)","(remove_altitude_coords(m01s38i560[lblev=1, lbproc=128]) / remove_altitude_coords(m01s15i271[lblev=1, lbproc=128]))*KG_PER_MICROGRAM + remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128] + m01s00i435[lblev=1, lbproc=128]*PM10_DUST_BIN5_FRACTION)","(remove_altitude_coords(m01s38i560[lblev=1, lbproc=128]) / remove_altitude_coords(m01s15i271[lblev=1, lbproc=128]))*KG_PER_MICROGRAM + remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128] + m01s00i435[lblev=1, lbproc=128]*PM10_DUST_BIN5_FRACTION)","(remove_altitude_coords(m01s38i560[lblev=1, lbproc=128]) / remove_altitude_coords(m01s15i271[lblev=1, lbproc=128]))*KG_PER_MICROGRAM + remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128] + m01s00i435[lblev=1, lbproc=128]*PM10_DUST_BIN5_FRACTION)",,kg kg-1
Variable aerosol.sfpm1.tavg-h2m-hxy-u.1hr.GLB (AERhr.sfpm1),235,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/235,1hr aerosol do-not-produce,sfpm1_tavg-h2m-hxy-u,mass_fraction_of_pm1_ambient_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,Hourly PM1.0 Mass Mixing Ratio in Lowest Model Layer,longitude latitude time lowerModelLayer,1hr,Hourly Surface PM1.0 Mixing Ratio,aerosol,,,GLB,kg kg-1,New,,,,,,
Variable aerosol.so2.tavg-h2m-hxy-u.day.GLB (AERday.so2),220,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/220,day aerosol approved,so2_tavg-h2m-hxy-u,mole_fraction_of_sulfur_dioxide_in_air,Not present,area: areacella,area: time: mean,Daily mean SO2 volume mixing ratio in lowest model layer,longitude latitude time lowerModelLayer,day,Surface daily mean SO2,aerosol,,,GLB,mol mol-1,New,"remove_altitude_coords(m01s34i072[lblev=1, lbproc=128]) * (MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_SO2)","remove_altitude_coords(m01s34i072[lblev=1, lbproc=128]) * (MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_SO2)","remove_altitude_coords(m01s34i072[lblev=1, lbproc=128]) * (MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_SO2)","remove_altitude_coords(m01s34i072[lblev=1, lbproc=128]) * (MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_SO2)",,mol mol-1
Variable aerosol.sfpm25.tavg-h2m-hxy-u.day.GLB (AERday.sfpm25),219,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/219,day aerosol approved,sfpm25_tavg-h2m-hxy-u,mass_fraction_of_pm2p5_ambient_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,Daily mean PM2.5 mass mixing ratio in lowest model layer,longitude latitude time lowerModelLayer,day,Daily mean surface PM2.5,aerosol,,,GLB,kg kg-1,New,"(remove_altitude_coords(m01s38i561[lblev=1, lbproc=128]) / remove_altitude_coords(m01s15i271[lblev=1, lbproc=128]))*KG_PER_MICROGRAM + remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128]*PM2PT5_DUST_BIN4_FRACTION)","(remove_altitude_coords(m01s38i561[lblev=1, lbproc=128]) / remove_altitude_coords(m01s15i271[lblev=1, lbproc=128]))*KG_PER_MICROGRAM + remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128]*PM2PT5_DUST_BIN4_FRACTION)","(remove_altitude_coords(m01s38i561[lblev=1, lbproc=128]) / remove_altitude_coords(m01s15i271[lblev=1, lbproc=128]))*KG_PER_MICROGRAM + remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128]*PM2PT5_DUST_BIN4_FRACTION)","(remove_altitude_coords(m01s38i561[lblev=1, lbproc=128]) / remove_altitude_coords(m01s15i271[lblev=1, lbproc=128]))*KG_PER_MICROGRAM + remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128]*PM2PT5_DUST_BIN4_FRACTION)",,kg kg-1
Variable aerosol.sfpm10.tavg-h2m-hxy-u.day.GLB (AERday.sfpm10),218,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/218,day aerosol approved,sfpm10_tavg-h2m-hxy-u,mass_fraction_of_pm10_ambient_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,Daily mean PM10 mass mixing ratio in lowest model layer,longitude latitude time lowerModelLayer,day,Daily mean surface PM10,aerosol,,,GLB,kg kg-1,New,"(remove_altitude_coords(m01s38i560[lblev=1, lbproc=128]) / remove_altitude_coords(m01s15i271[lblev=1, lbproc=128]))*KG_PER_MICROGRAM + remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128] + m01s00i435[lblev=1, lbproc=128]*PM10_DUST_BIN5_FRACTION)","(remove_altitude_coords(m01s38i560[lblev=1, lbproc=128]) / remove_altitude_coords(m01s15i271[lblev=1, lbproc=128]))*KG_PER_MICROGRAM + remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128] + m01s00i435[lblev=1, lbproc=128]*PM10_DUST_BIN5_FRACTION)","(remove_altitude_coords(m01s38i560[lblev=1, lbproc=128]) / remove_altitude_coords(m01s15i271[lblev=1, lbproc=128]))*KG_PER_MICROGRAM + remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128] + m01s00i435[lblev=1, lbproc=128]*PM10_DUST_BIN5_FRACTION)","(remove_altitude_coords(m01s38i560[lblev=1, lbproc=128]) / remove_altitude_coords(m01s15i271[lblev=1, lbproc=128]))*KG_PER_MICROGRAM + remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128] + m01s00i435[lblev=1, lbproc=128]*PM10_DUST_BIN5_FRACTION)",,kg kg-1
Variable aerosol.sfpm1.tavg-h2m-hxy-u.day.GLB (AERday.sfpm1),217,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/217,day aerosol do-not-produce,sfpm1_tavg-h2m-hxy-u,mass_fraction_of_pm1_ambient_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,Daily mean PM1.0 mass mixing ratio in lowest model layer,longitude latitude time lowerModelLayer,day,Surface daily mean PM1.0,aerosol,,,GLB,kg kg-1,New,,,,,,
Variable aerosol.mmrss.tavg-h2m-hxy-u.day.GLB (AERday.mmrss),214,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/214,day aerosol approved,mmrss_tavg-h2m-hxy-u,mass_fraction_of_sea_salt_dry_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,Daily mean Sea Salt mass mixing ratio in lowest model layer,longitude latitude time lowerModelLayer,day,Daily mean surface Sea Salt,aerosol,,,GLB,kg kg-1,New,"remove_altitude_coords(m01s34i111[lblev=1, lbproc=128] + m01s34i117[lblev=1, lbproc=128])","remove_altitude_coords(m01s34i111[lblev=1, lbproc=128] + m01s34i117[lblev=1, lbproc=128])","remove_altitude_coords(m01s34i111[lblev=1, lbproc=128] + m01s34i117[lblev=1, lbproc=128])","remove_altitude_coords(m01s34i111[lblev=1, lbproc=128] + m01s34i117[lblev=1, lbproc=128])",,kg kg-1
Variable aerosol.mmrsoa.tavg-h2m-hxy-u.day.GLB (AERday.mmrsoa),213,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/213,day aerosol do-not-produce,mmrsoa_tavg-h2m-hxy-u,mass_fraction_of_secondary_particulate_organic_matter_dry_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,Daily mean secondary organic aerosol mass mixing ratio in lowest model layer,longitude latitude time lowerModelLayer,day,Daily mean surface SOA,aerosol,,,GLB,kg kg-1,New,,,,,,
Variable aerosol.mmrso4.tavg-h2m-hxy-u.day.GLB (AERday.mmrso4),212,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/212,day aerosol approved,mmrso4_tavg-h2m-hxy-u,mass_fraction_of_sulfate_dry_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,Daily mean sulfate aerosol mass mixing ratio in lowest model layer,longitude latitude time lowerModelLayer,day,Daily mean surface sulfate aerosol,aerosol,,,GLB,kg kg-1,New,"(MOLECULAR_MASS_OF_SO4 / MOLECULAR_MASS_OF_H2SO4) * remove_altitude_coords(m01s34i102[lblev=1, lbproc=128] + m01s34i104[lblev=1, lbproc=128] + m01s34i108[lblev=1, lbproc=128] + m01s34i114[lblev=1, lbproc=128])","(MOLECULAR_MASS_OF_SO4 / MOLECULAR_MASS_OF_H2SO4) * remove_altitude_coords(m01s34i102[lblev=1, lbproc=128] + m01s34i104[lblev=1, lbproc=128] + m01s34i108[lblev=1, lbproc=128] + m01s34i114[lblev=1, lbproc=128])","(MOLECULAR_MASS_OF_SO4 / MOLECULAR_MASS_OF_H2SO4) * remove_altitude_coords(m01s34i102[lblev=1, lbproc=128] + m01s34i104[lblev=1, lbproc=128] + m01s34i108[lblev=1, lbproc=128] + m01s34i114[lblev=1, lbproc=128])","(MOLECULAR_MASS_OF_SO4 / MOLECULAR_MASS_OF_H2SO4) * remove_altitude_coords(m01s34i102[lblev=1, lbproc=128] + m01s34i104[lblev=1, lbproc=128] + m01s34i108[lblev=1, lbproc=128] + m01s34i114[lblev=1, lbproc=128])",,kg kg-1
Variable aerosol.mmroa.tavg-h2m-hxy-u.day.GLB (AERday.mmroa),211,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/211,day aerosol approved,mmroa_tavg-h2m-hxy-u,mass_fraction_of_particulate_organic_matter_dry_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,Daily mean total organic aerosol mass mixing ratio in lowest model layer,longitude latitude time lowerModelLayer,day,Total surface organic aerosol,aerosol,,,GLB,kg kg-1,New,"remove_altitude_coords(m01s34i106[lblev=1, lbproc=128] + m01s34i110[lblev=1, lbproc=128] + m01s34i116[lblev=1, lbproc=128] + m01s34i121[lblev=1, lbproc=128] + m01s34i126[lblev=1, lbproc=128])","remove_altitude_coords(m01s34i106[lblev=1, lbproc=128] + m01s34i110[lblev=1, lbproc=128] + m01s34i116[lblev=1, lbproc=128] + m01s34i121[lblev=1, lbproc=128] + m01s34i126[lblev=1, lbproc=128])","remove_altitude_coords(m01s34i106[lblev=1, lbproc=128] + m01s34i110[lblev=1, lbproc=128] + m01s34i116[lblev=1, lbproc=128] + m01s34i121[lblev=1, lbproc=128] + m01s34i126[lblev=1, lbproc=128])","remove_altitude_coords(m01s34i106[lblev=1, lbproc=128] + m01s34i110[lblev=1, lbproc=128] + m01s34i116[lblev=1, lbproc=128] + m01s34i121[lblev=1, lbproc=128] + m01s34i126[lblev=1, lbproc=128])",,kg kg-1
Variable aerosol.mmrno3.tavg-h2m-hxy-u.day.GLB (AERday.mmrno3),210,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/210,day aerosol do-not-produce,mmrno3_tavg-h2m-hxy-u,mass_fraction_of_nitrate_dry_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,Daily mean NO3 aerosol mass mixing ratio in lowest model layer,longitude latitude time lowerModelLayer,day,Daily mean surface NO3 aerosol,aerosol,,,GLB,kg kg-1,New,"remove_altitude_coords(m01s34i136[lblev=1, lbproc=128] + m01s34i137[lblev=1, lbproc=128] + m01s34i138[lblev=1, lbproc=128] + m01s34i139[lblev=1, lbproc=128])","remove_altitude_coords(m01s34i136[lblev=1, lbproc=128] + m01s34i137[lblev=1, lbproc=128] + m01s34i138[lblev=1, lbproc=128] + m01s34i139[lblev=1, lbproc=128])","remove_altitude_coords(m01s34i136[lblev=1, lbproc=128] + m01s34i137[lblev=1, lbproc=128] + m01s34i138[lblev=1, lbproc=128] + m01s34i139[lblev=1, lbproc=128])","remove_altitude_coords(m01s34i136[lblev=1, lbproc=128] + m01s34i137[lblev=1, lbproc=128] + m01s34i138[lblev=1, lbproc=128] + m01s34i139[lblev=1, lbproc=128])",,kg kg-1
Variable aerosol.mmrnh4.tavg-h2m-hxy-u.day.GLB (AERday.mmrnh4),209,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/209,day aerosol do-not-produce,mmrnh4_tavg-h2m-hxy-u,mass_fraction_of_ammonium_dry_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,Daily mean NH4 mass mixing ratio in lowest model layer,longitude latitude time lowerModelLayer,day,Daily mean surface NH4,aerosol,,,GLB,kg kg-1,New,,,,,,
Variable aerosol.mmrdust.tavg-h2m-hxy-u.day.GLB (AERday.mmrdust),208,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/208,day aerosol approved,mmrdust_tavg-h2m-hxy-u,mass_fraction_of_dust_dry_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,Daily mean dust aerosol mass mixing ratio in lowest model layer,longitude latitude time lowerModelLayer,day,Daily mean surface dust aerosol,aerosol,,,GLB,kg kg-1,New,"remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128] + m01s00i435[lblev=1, lbproc=128] + m01s00i436[lblev=1, lbproc=128])","remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128] + m01s00i435[lblev=1, lbproc=128] + m01s00i436[lblev=1, lbproc=128])","remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128] + m01s00i435[lblev=1, lbproc=128] + m01s00i436[lblev=1, lbproc=128])","remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128] + m01s00i435[lblev=1, lbproc=128] + m01s00i436[lblev=1, lbproc=128])",,kg kg-1
Variable aerosol.mmrbc.tavg-h2m-hxy-u.day.GLB (AERday.mmrbc),207,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/207,day aerosol approved,mmrbc_tavg-h2m-hxy-u,mass_fraction_of_elemental_carbon_dry_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,Daily mean elemental carbon mass mixing ratio in lowest model layer,longitude latitude time lowerModelLayer,day,Daily mean surface BC,aerosol,,,GLB,kg kg-1,New,"remove_altitude_coords(m01s34i105[lblev=1, lbproc=128] + m01s34i109[lblev=1, lbproc=128] + m01s34i115[lblev=1, lbproc=128] + m01s34i120[lblev=1, lbproc=128])","remove_altitude_coords(m01s34i105[lblev=1, lbproc=128] + m01s34i109[lblev=1, lbproc=128] + m01s34i115[lblev=1, lbproc=128] + m01s34i120[lblev=1, lbproc=128])","remove_altitude_coords(m01s34i105[lblev=1, lbproc=128] + m01s34i109[lblev=1, lbproc=128] + m01s34i115[lblev=1, lbproc=128] + m01s34i120[lblev=1, lbproc=128])","remove_altitude_coords(m01s34i105[lblev=1, lbproc=128] + m01s34i109[lblev=1, lbproc=128] + m01s34i115[lblev=1, lbproc=128] + m01s34i120[lblev=1, lbproc=128])",,kg kg-1
Variable aerosol.mmraerh2o.tavg-h2m-hxy-u.day.GLB (AERday.mmraerh2o),206,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/206,day aerosol approved,mmraerh2o_tavg-h2m-hxy-u,mass_fraction_of_water_in_ambient_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,Daily mean Aerosol water mass mixing ratio in lowest model layer,longitude latitude time lowerModelLayer,day,Daily mean surface Aerosol water mass mixing ratio in lowest model layer,aerosol,,,GLB,kg kg-1,New,"remove_altitude_coords(m01s38i545[lblev=1, lbproc=128])","remove_altitude_coords(m01s38i545[lblev=1, lbproc=128])","remove_altitude_coords(m01s38i545[lblev=1, lbproc=128])","remove_altitude_coords(m01s38i545[lblev=1, lbproc=128])",,kg kg-1
Variable aerosol.co.tavg-h2m-hxy-u.day.GLB (AERday.co),199,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/199,day aerosol approved,co_tavg-h2m-hxy-u,mole_fraction_of_carbon_monoxide_in_air,Not present,area: areacella,area: time: mean,This is the daily mean for CO volume mixing ratio in lowest model layer,longitude latitude time lowerModelLayer,day,Daily mean surface CO,aerosol,,,GLB,mol mol-1,New,"(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_CO) * remove_altitude_coords(m01s34i010[lblev=1, lbproc=128])","(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_CO) * remove_altitude_coords(m01s34i010[lblev=1, lbproc=128])","(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_CO) * remove_altitude_coords(m01s34i010[lblev=1, lbproc=128])","(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_CO) * remove_altitude_coords(m01s34i010[lblev=1, lbproc=128])",,mol mol-1
