Model,Branded variable name,Frequency,STASH,Section,Item,time_profile,domain_profile,usage_profile,approved
HadGEM3-GC5,mrro_tavg-u-hxy-lnd,day,m01s08i235,8,235,DIAG,UP6,True
UKESM1,huss_tavg-h2m-hxy-u,day,m01s03i237,3,237,DIAG,UP6,True
UKESM1-3,huss_tavg-h2m-hxy-u,day,m01s03i237,3,237,DIAG,UP6,True
HadGEM3-GC31,huss_tavg-h2m-hxy-u,day,m01s03i237,3,237,DIAG,UP6,True
HadGEM3-GC5,huss_tavg-h2m-hxy-u,day,m01s03i237,3,237,DIAG,UP6,True
UKESM1,hus_tavg-p19-hxy-u,day,m01s30i295,30,295,PLEV8,UP6,True
UKESM1,hus_tavg-p19-hxy-u,day,m01s30i304,30,304,PLEV8,UP6,True
HadGEM3-GC31,hus_tavg-p19-hxy-u,day,m01s30i295,30,295,PLEV8,UP6,True
HadGEM3-GC31,hus_tavg-p19-hxy-u,day,m01s30i304,30,304,PLEV8,UP6,True
UKESM1-3,hus_tavg-p19-hxy-u,day,m01s30i295,30,295,PLEV19,UP6,True
UKESM1-3,hus_tavg-p19-hxy-u,day,m01s30i304,30,304,PLEV19,UP6,True
HadGEM3-GC5,hus_tavg-p19-hxy-u,day,m01s30i295,30,295,PLEV19,UP6,True
HadGEM3-GC5,hus_tavg-p19-hxy-u,day,m01s30i304,30,304,PLEV19,UP6,True
UKESM1,hurs_tmin-h2m-hxy-u,day,m01s03i245,3,245,DIAG,UP6,True
UKESM1-3,hurs_tmin-h2m-hxy-u,day,m01s03i245,3,245,DIAG,UP6,True
HadGEM3-GC31,hurs_tmin-h2m-hxy-u,day,m01s03i245,3,245,DIAG,UP6,True
HadGEM3-GC5,hurs_tmin-h2m-hxy-u,day,m01s03i245,3,245,DIAG,UP6,True
UKESM1,hurs_tmax-h2m-hxy-u,day,m01s03i245,3,245,DIAG,UP6,True
UKESM1-3,hurs_tmax-h2m-hxy-u,day,m01s03i245,3,245,DIAG,UP6,True
HadGEM3-GC31,hurs_tmax-h2m-hxy-u,day,m01s03i245,3,245,DIAG,UP6,True
HadGEM3-GC5,hurs_tmax-h2m-hxy-u,day,m01s03i245,3,245,DIAG,UP6,True
UKESM1,hurs_tavg-h2m-hxy-u,day,m01s03i245,3,245,DIAG,UP6,True
UKESM1-3,hurs_tavg-h2m-hxy-u,day,m01s03i245,3,245,DIAG,UP6,True
HadGEM3-GC31,hurs_tavg-h2m-hxy-u,day,m01s03i245,3,245,DIAG,UP6,True
HadGEM3-GC5,hurs_tavg-h2m-hxy-u,day,m01s03i245,3,245,DIAG,UP6,True
UKESM1,hur_tavg-p19-hxy-u,day,m01s30i296,30,296,PLEV8,UP6,True
