title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Region,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM 1-3,Expression UKESM1,Expression UKESM1-3,HadGEM3-GC31,HadGEM3-GC5,Model units,UKESM1,UKESM1-3
Variable landIce.lithk.ti-u-hxy-u.fx.GLB (fx.lithk),1849,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1849,fx landIce,lithk_ti-u-hxy-u,land_ice_thickness,Not present,area: areacella,area: mean,"This variable identifies the thickness of a prescribed ice sheet. This information is relevant to better understand how different models treat ice. For models where an ice sheet is just orography + an ice sheet mask, the value should be set to zero. For models that explicitly resolve an ice sheet thickness, the thickness of the ice sheet should be provided.",longitude latitude,fx,Ice sheet thickness,landIce,,,GLB,m,New,,,,,,,,,,
